Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
الالعاب والدراجات ,,,,,
,,,,,
الرمز,الاسم,رمز الباركود,الكمية,الإفرادي,الصور
FLBB-001,اسكوتر ثلاثة كفرات تعبئة 12 حبة,6900202320019,1402,27,
FLBB-501,اسكوتر ثلاثة كفرات بعلبة,6900200125012,32,55,
FLBB-601,اسكوتر عادي,6900200120970,810,49,
FLBB-602,اسكوتر عادي,6900200120987,489,49,
FLBB-605,اسكوتر عادي,,668,32,
FLBB-609,اسكوتر عادي,6900200121007,132,45,
FLBB-616,اسكوتر عادي,6900200120963,743,67,
FLBB-802,اسكوتر عادي,6900200120956,735,67,
FLBB-805,اسكوتر ثلاثة كفرات بعلبة,6900200128051,8,75,
FLBB-806,اسكوتر عادي,6900200121014,575,39,
FLBB-813,اسكوتر ثلاثة كفرات بعلبة,6900200128136,0,75,
FLBB-908,اسكوتر ثلاثة كفرات بعلبة,6900200129089,13,70,
G-08503,طاولة مدارس ربع دائري,6900020012007,9,145,
G-08705,طاولة مدارس نص دائري,6900020012008,28,185,
G26A101,دراجة جبلي 26 سرعات شيمانو,6900200120345,158,625,
G27.5A101,دراجة جبلي 27.5 سرعات شيمانو,6900200120352,86,650,
G29A101,دراجة جبلي 29 سرعات شيمانو,6900200120369,113,675,
GT-4105AOR,اسكوتر ثلاثة كفر برتقالي,6297670011045,7,63,
HL-1313,اسكوتر ثلاثة كفر صغير,6209767000714,17,58,
HL-3622,اسكوتر كفرين كبير,6297670027015,3,123,
HL-3623,اسكوتر كفرين كبير,6200967001618,6,143,
HM-818B,دراجة نفر ينطبق موسيقى حبة في الكرتون لون ازرق,6927523008181,1,93,
HM-818G,دراجة نفر ينطبق موسيقى حبة في الكرتون لون اخضر,6927523008181,1,93,
HM-818OR,دراجة نفر ينطبق موسيقى حبة في الكرتون لون برتقالي,6927523008181,12,93,
HM-818P,دراجة نفر ينطبق موسيقى حبة في الكرتون لون وردي,6927523008181,1,93,
JD082,سيارة 6 فولت ماتورين بلا لمعه ابيض ازرق احمر,,8,329,
JD083,سيارة 6 فولت ماتورين ازرق احمر ابيض,,2,329,
JE116RR,سيارة بطارية بريموت احمر,6900200120499,22,645,
JE116RW,سيارة بطارية بريموت ابيض,6900200120499,24,645,
JE116RY,سيارة بطارية بريموت لون اصفر,6900200120499,33,645,
JJ2168RW,سيارة بطارية نفرين بريموت BMW X6M لون ابيض,6900200120444,5,945,
JJ2188RR,سيارة بطارية بريموت AUDI Q7 لون احمر,6900200120451,5,699,
JJ235R,سيارة بطارية بريموت جيب,6900200120512,14,750,
JS318,دباب بطارية أربعة كفر,6921205815800,41,499,
JS3188,دباب بطارية أربعة كفر كبير,6900200120574,46,749,
JSB-001,مرجيحة ذات مقعد منفرد,6903670990001,499,27,
JSD-006,مرجيحة بلاستيكية,2901120200010,18,25,
JSI-018,مرجيحة مخصصة للاطفال,6903670990018,221,55,
JST-004,مرجيحة صحن,2901120200011,27,27,
JX1,اسكوتر ثلاثة كفر,6900200121021,1,48,
LX570,سيارة بطارية نفرين ليكزس,6900202000057,0,1100,
N - 4.5FT,نطاط 4.5 قدم شبك خارجي,6209765000704,7,275,
N - 4.5FTG,نطاط 4.5 قدم شبك خارجي اخضر,6209765000704,8,275,
N - 60,نطاط مقاس 60 بوصة,6209765000603,28,190,
N - 8FT,نطاط 8 قدم شبك خارجي,6209765000921,26,500,
NS810,مرجيحة حدائق ( مفرد + ميزان ),6282829168107,35,299,
NS811,مرجيحة حدائق ( 2مفرد + ميزان ),6282829168114,7,349,
NS812,مرجيحة حدائق ( مفرد + مزدوج ),6282829168121,6,399,
NS813,مرجيحة حدائق ( مفرد + مزدوج+ميزان ),6282829168138,17,519,
NS814,مرجيحة حدائق ( 2مفرد + مزدوج+ميزان),6282829168145,36,599,
OC182BL,سيارة بطارية لاند روفر لون اسود,6996923001825,22,649,
OC182G,سيارة بطارية لاند روفر لون اخضر,6996923001825,78,649,
OC182R,سيارة بطارية لاند روفر لون احمر,6996923001825,11,649,
OC182W,سيارة بطارية لاند روفر لون ابيض,6996923001825,42,649,
OC6820G,سيارة دفع لاند روفر لون اخضر,6996923068200,26,122,
OC6820R,سيارة دفع لاند روفر لون احمر,6996923068200,14,122,
OC6820W,سيارة دفع لاند روفر لون ابيض,6996923068200,4,122,
P01OR,سيارة بدالة درفت لون برتقالي,6900200124138,4,158,
Q01-1G,سيارة دفع عادي لون اخضر,62099340160015,7,39,
Q01-1R,سيارة دفع عادي أحمر,62099340160015,24,39,
Q01-1Y,سيارة دفع عادي لون اصفر,62099340160015,18,39,
Q02-2B,سيارة دفع أصوات لون ازرق,6900200124060,0,58,
Q02-2G,سيارة دفع أصوات لون اخضر,6900200124060,0,58,
Q02-2PU,سيارة دفع أصوات لون بنفسجي,6900200124060,1,58,
Q03-2OR,سيارة دفع باصوات لون برتقالي,6900200124077,0,58,
Q03-2R,سيارة دفع باصوات لون احمر,6900200124077,7,58,
Q03-2Y,سيارة دفع باصوات لون اصفر,6900200124077,4,58,
Q05-1B,سيارة دفع جيب أزرق,6209934016401,0,55,
Q05-2B,سيارة دفع باصوات لون ازرق,6900200124084,0,66,
Q05-2Y,سيارة دفع باصوات لون اصفر,6900200124084,0,66,
Q06-2B,سيارة دفع باصوات لون ازرق,6900200124091,0,55,
Q06-2G,سيارة دفع باصوات لون اخضر,6900200124091,0,55,
Q06-2OR,سيارة دفع باصوات لون برتقالي,6900200124091,0,55,
Q10-1G,سيارة فع عادي لون اخضر,69002020010103,13,32,
Q10-1R,سيارة فع عادي لون احمر,69002020010103,7,32,
QT-8098G,سيارة بلازما بموسيقى لون اخضر,6900200123964,10,110,
QT-8098P,سيارة بلازما بموسيقى لون وردي,6900200123964,4,110,
QX-3391R,دباب دفع ثلاثة كفر لون احمر,6900200123490,16,35,
QX-3391Y,دباب دفع ثلاثة كفر لون اصفر,6900200123490,17,35,
SC218F,اسكوتر كفرين كبير ينطبق,6900200120901,101,133,
TB103-24BL,دراجة ثلاث عجل مقاس 24 لون اسود,6902020001057,34,464,
TB103-24GY,دراجة ثلاث عجل مقاس 24 لون رصاصي,6902020001057,39,464,
TB103-24R,دراجة ثلاث عجل مقاس 24 لون احمر,6902020001057,36,464,
TB103-26BL,دراجة ثلاث عجل مقاس 26 اسود,6902020001064,39,494,
TB103-26GY,دراجة ثلاث عجل مقاس 26 لون رصاصي,6902020001064,32,494,
TB103-26R,دراجة ثلاث عجل مقاس 26 احمر,6902020001064,38,494,
TB608-12LB,دراجة ثلاث عجل 12 بمقعد داخلي ازرق,6902020001088,20,379,
TB608-12P,دراجة ثلاث عجل 12 بمقعد داخلي لون وردي,6902020001088,36,379,
TB608-12R,دراجة ثلاث عجل 12 بمقعد داخلي احمر,6902020001088,20,379,
TB608-14LB,دراجة ثلاث عجل 14 بمقعد داخلي ازرق,6902020001101,20,399,
TB608-14P,دراجة ثلاث عجل 14 بمقعد داخلي لون وردي,6902020001101,37,399,
TB608-14R,دراجة ثلاث عجل 14 بمقعد داخلي احمر,6902020001101,20,399,
TB608-16LB,دراجة ثلاث عجل 16 بمقعد داخلي ازرق,6902020001118,20,419,
TB608-16P,دراجة ثلاث عجل 16 بمقعد داخلي موف,69002020001118,20,419,
TB608-16DR,دراجة ثلاث عجل 16 بمقعد داخلي احمر,6902020001118,20,419,
TB608-20LB,دراجة ثلاث عجل 20 بمقعد داخلي ازرق,6902020001125,20,439,
TB608-20P,دراجة ثلاث عجل 20 بمقعد داخلي لون وردي,6902020001125,37,439,
TB608-20PU,دراجة ثلاث عجل 20 بمقعد داخلي موف,6902020001125,5,439,
TB906-12,دراجة ثلاث عجل مقاس 12,6902020001132,210,219,
TB906-16,دراجة ثلاث عجل مقاس 16,6902020001149,202,239,
TB906-20,دراجة ثلاث عجل مقاس 20,6902020001156,216,259,
TNHY-12BR,دراجة بمكس مقاس 12 بسلة لون بني,6900200123896,0,210,
TNHY-12P,دراجة بمكس مقاس 12 بسلة لون وردي,6900200123896,0,210,
XWZ-603A,دراجة ثلاثة عجل تعبئة 6,6900200122202,34,49,
XWZ-670,دراجة ثلاثة عجل تعبئة 5,6900200122318,164,62,
XWZ-817,دراجة ثلاثة عجل تعبئة 5,6900200122431,14,61,
XWZ-818,دراجة ثلاثة عجل تعبئة 5,6900200122387,130,52,
XWZ-833,دراجة ثلاثة عجل تعبئة 5,6900200122448,176,62,
XWZ-836,دراجة ثلاثة عجل تعبئة 5,6900200122455,110,72,
XWZ-836A,دراجة ثلاثة عجل تعبئة 5,6900200122271,145,72,
XWZ-896,دراجة ثلاثة عجل تعبئة 5,6900200122400,10,53,
XWZ-901,دراجة ثلاثة عجل تعبئة 5,6900200122288,19,66,
XWZ-906,دراجة ثلاثة عجل تعبئة 5,6900200122257,214,64,
XWZ-907,دراجة ثلاثة عجل تعبئة 5,6900200122264,38,59,
XWZ-907A,دراجة ثلاثة عجل تعبئة 5,6900200122189,126,68,
XWZ-910,دراجة ثلاثة عجل تعبئة 5,6900200122240,145,75,
XWZ-911,دراجة ثلاثة عجل تعبئة 5,6900200122196,1,59,
XWZ-916,دراجة ثلاثة عجل تعبئة 5,6900200122172,4,66,
XWZ-923,دراجة ثلاثة عجل تعبئة 4,6900200122127,2,79,
XWZ-T125,دراجة ثلاثة عجل نفر علي شكل T تعبئه 5,6900200124312,120,64,
XYX12,دراجة بمكس 12 بسلة امامي,6900200124015,5,140,
YQM-1619B,دراجة نفر ثلاث عجل حبة في الكرتون لون ازرق,6900200123865,18,80,
YQM-1619G,دراجة نفر ثلاث عجل حبة في الكرتون لون اخضر,6900200123865,25,80,
YQM-1619R,دراجة نفر ثلاث عجل حبة في الكرتون لون احمر,6900200123865,28,80,
YQM-1663B,دراجة نفر حبة في الكرتون أزرق,6902020001477,16,63,
YQM-1663P,دراجة نفر حبة في الكرتون وردي,6902020001477,16,63,
YQM-1663Y,دراجة نفر حبة في الكرتون أصفر,6902020001477,15,63,
YQM-288B,دراجة نفر ثلاث عجل حبة في الكرتون لون ازرق,6902020001446,3,73,
YQM-288Y,دراجة نفر ثلاث عجل حبة في الكرتون لون اصفر,6902020001446,9,73,
YQM-312P,دراجة ثلاث عجل تعبئة حبه وردي,69024650406668,0,44,
YQM-321R,دراجة نفر ثلاث عجل حبة في الكرتون لون احمر,6902020001583,0,110,
YQM-323B,دراجة نفر ثلاث عجل حبة في الكرتون لون ازرق,6900200123872,51,120,
YQM-323PU,دراجة نفر ثلاث عجل حبة في الكرتون لون بنفسيجي,6900200123872,58,120,
YQM-323R,دراجة نفر ثلاث عجل حبة في الكرتون لون احمر,6900200123872,44,120,
YQM-325B,دراجة ثلاث عجل تعبئة حبة لون ازرق,6902020001545,11,68,
YQM-325OR,دراجة ثلاث عجل تعبئة حبة لون برتقالي,6902020001545,8,68,
YQM-325R,دراجة ثلاث عجل تعبئة حبه احمر,6902020001545,0,68,
YQM-688Y,دراجة نفر حبة في الكرتون أصفر,6902020001507,15,73,
YQM-B308B,دراجة نفرثلاث عجل حبة في الكرتون لون ازرق,6900200123889,63,70,
YQM-B308R,دراجة نفر ثلاث عجل حبة في الكرتون لون احمر,6900200123889,56,70,
YQM-B308Y,دراجة نفر ثلاث عجل حبة في الكرتون لون اصفر,6900200123889,62,70,
WMT-1900B,املا - سيارة جيب بطارية بريموت كنترول لون ازرقWMT-1900B,6900230124336,41,459,
WMT-1900OR,املا - سيارة جيب بطارية بريموت كنترول لون برتقالي  WMT-1900OR,6900220124336,41,459,
WMT-1900P,املا - سيارة جيب بطارية بريموت كنترول لون وردي WMT-1900P,6900210124336,37,459,
WMT-1900R,املا - سيارة جيب بطارية بريموت كنترول لون احمر WMT-1900R,6900200124336,30,459,
WMT-5688RR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-5688RR,6900230123650,30,325,
WMT-5688W,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-5688W,6900210123650,23,325,
WMT-5688Y,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-5688Y,6900220123650,35,325,
WMT-666CB,املا - سيارة بطارية بريموت كنترول لون ازرق  WMT-666CB,6900240123667,26,285,
WMT-666CR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-666CR,6900230123667,16,285,
WMT-666CW,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-666CW,6900210123667,13,285,
WMT-666CY,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-666CY,6900220123667,26,285,
WMT-808CR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-808CR,6900230124343,26,350,
WMT-808CW,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-808CW,6900210124343,28,350,
WMT-808CY,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-808CY,6900220124343,27,350,
WMT-809CR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-809CR,6900230123681,37,325,
WMT-809CW,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-809CW,6900210123681,21,325,
WMT-809CY,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-809CY,6900220123681,32,325,
WMT-911CR,املا - سيارة بطارية مشابهه للبورش بريموت كنترول لون احمر WMT-911CR,6900230123698,32,350,
WMT-911CW,املا - سيارة بطارية مشابهه للبورش بريموت كنترول لون ابيض WMT-911CW,6900210123698,23,350,
WMT-911CY,املا - سيارة بطارية مشابهه للبورش بريموت كنترول لون اصفرWMT-911CY,6900220123698,35,350,
WMT-912CR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-912CR,6900230123704,39,375,
WMT-912CW,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-912CW,6900210123704,21,375,
WMT-912CY,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-912CY,6900220123704,35,375,
WMT-915CR,املا - سيارة بطارية بريموت كنترول لون احمر  WMT-915CR,6900230123711,31,375,
WMT-915CW,املا - سيارة بطارية بريموت كنترول لون ابيض  WMT-915CW,6900210123711,33,375,
WMT-915CY,املا - سيارة بطارية بريموت كنترول لون اصفر  WMT-915CY,6900220123711,28,375,
WN-502GY,املا - سيارة بطارية جيب دفع رباعي بريموت كنترول لون رصاصي WN-502GY,6900220123759,62,720,
WN-502R,املا - سيارة بطارية جيب دفع رباعي بريموت كنترول لون احمر WN-502R,6900210123759,45,720,
WN-502W,املا - سيارة بطارية جيب دفع رباعي بريموت كنترول لون ابيض WN-502W,6900200123759,32,720,
F130R,املا - سيارة بطارية همر بريموت كنترول لون احمر F130R,6900200124329,82,600,
F130W,املا - سيارة بطارية همر بريموت كنترول لون ابيض  F130W,6900210124329,87,600,
